customer_id,country,total_revenue,total_orders,avg_order_value
12423,Belgium,2612.19,11,237.47
15985,United Kingdom,2610.28,8,326.29
15142,United Kingdom,2608.97,7,372.71
13422,United Kingdom,2601.55,2,1300.78
17787,United Kingdom,2601.47,4,650.37
13644,United Kingdom,2597.52,5,519.5
16206,United Kingdom,2597.37,14,185.53
14163,United Kingdom,2594.62,5,518.92
16817,United Kingdom,2594.55,18,144.14
15426,United Kingdom,2592.95,11,235.72
14129,United Kingdom,2591.34,9,287.93
13012,United Kingdom,2591.18,15,172.75
15157,United Kingdom,2587.54,7,369.65
13700,United Kingdom,2586.21,14,184.73
15062,United Kingdom,2585.62,8,323.2
17490,United Kingdom,2585.06,13,198.85
15826,United Kingdom,2583.13,6,430.52
12520,Germany,2582.51,6,430.42
12412,Denmark,2581.03,8,322.63
16244,United Kingdom,2579.38,2,1289.69
16115,United Kingdom,2575.14,12,214.6
14573,United Kingdom,2571.72,17,151.28
15033,United Kingdom,2571.02,11,233.73
13652,United Kingdom,2570.85,5,514.17
17002,United Kingdom,2565.6,8,320.7
12982,United Kingdom,2562.12,17,150.71
15747,United Kingdom,2560.66,10,256.07
16036,United Kingdom,2556.84,4,639.21
14397,United Kingdom,2556.68,23,111.16
18179,United Kingdom,2547.55,8,318.44
13192,United Kingdom,2544.53,8,318.07
13344,United Kingdom,2543.72,3,847.91
14431,United Kingdom,2541.6,5,508.32
17463,United Kingdom,2537.91,9,281.99
14810,United Kingdom,2537.02,13,195.16
13862,United Kingdom,2534.04,11,230.37
17897,United Kingdom,2534.0,10,253.4
17465,United Kingdom,2533.64,9,281.52
15814,United Kingdom,2531.84,8,316.48
13471,United Kingdom,2531.58,4,632.9
16889,United Kingdom,2530.9,6,421.82
14790,United Kingdom,2526.62,10,252.66
17317,United Kingdom,2524.02,5,504.8
16987,United Kingdom,2524.0,12,210.33
14564,Channel Islands,2519.32,5,503.86
15434,United Kingdom,2517.11,13,193.62
16104,United Kingdom,2515.36,11,228.67
13151,United Kingdom,2511.69,5,502.34
17101,United Kingdom,2507.05,7,358.15
15860,United Kingdom,2505.21,17,147.37
17288,United Kingdom,2499.98,11,227.27
14541,United Kingdom,2499.68,14,178.55
17594,United Kingdom,2497.88,4,624.47
12978,United Kingdom,2496.07,6,416.01
16016,United Kingdom,2495.04,14,178.22
16499,United Kingdom,2491.74,13,191.67
14745,United Kingdom,2491.46,17,146.56
15227,United Kingdom,2488.49,9,276.5
15117,United Kingdom,2484.32,9,276.04
14449,United Kingdom,2482.8,8,310.35
13414,United Kingdom,2482.24,7,354.61
15681,United Kingdom,2480.2,16,155.01
13507,United Kingdom,2479.16,4,619.79
17348,United Kingdom,2476.41,9,275.16
13878,United Kingdom,2473.06,4,618.27
12457,Switzerland,2472.31,14,176.59
14229,United Kingdom,2468.99,11,224.45
15906,United Kingdom,2467.89,12,205.66
16202,United Kingdom,2467.04,11,224.28
17164,United Kingdom,2466.4,8,308.3
16520,United Kingdom,2465.92,8,308.24
16795,United Kingdom,2465.19,5,493.04
12517,Germany,2464.89,6,410.82
17131,United Kingdom,2463.17,5,492.63
15932,United Kingdom,2461.85,11,223.8
14842,United Kingdom,2456.8,8,307.1
14421,United Kingdom,2456.62,7,350.95
14659,United Kingdom,2456.53,12,204.71
16470,United Kingdom,2453.65,12,204.47
17732,United Kingdom,2448.14,10,244.81
12701,Germany,2446.41,6,407.74
13623,United Kingdom,2446.36,15,163.09
13588,United Kingdom,2445.12,13,188.09
14934,Channel Islands,2444.1,9,271.57
15623,United Kingdom,2437.05,8,304.63
17505,United Kingdom,2435.48,5,487.1
13949,United Kingdom,2427.32,6,404.55
16638,United Kingdom,2426.28,16,151.64
17629,United Kingdom,2425.52,11,220.5
17004,United Kingdom,2425.16,4,606.29
15077,United Kingdom,2423.88,4,605.97
12924,United Kingdom,2423.15,14,173.08
13134,United Kingdom,2422.28,9,269.14
15089,United Kingdom,2420.84,6,403.47
18171,United Kingdom,2414.51,11,219.5
13473,United Kingdom,2410.98,10,241.1
12397,Belgium,2409.9,2,1204.95
16833,United Kingdom,2409.04,6,401.51
16554,United Kingdom,2407.17,18,133.73
16005,United Kingdom,2403.77,11,218.52
15341,United Kingdom,2401.02,3,800.34
17894,United Kingdom,2397.66,20,119.88
14256,United Kingdom,2397.34,9,266.37
15366,United Kingdom,2389.08,7,341.3
16742,United Kingdom,2387.71,15,159.18
14414,United Kingdom,2387.48,9,265.28
16883,United Kingdom,2386.64,20,119.33
16105,United Kingdom,2386.19,5,477.24
16040,United Kingdom,2383.7,8,297.96
17623,United Kingdom,2383.67,7,340.52
17921,United Kingdom,2383.35,12,198.61
15793,United Kingdom,2382.92,9,264.77
17827,United Kingdom,2381.3,7,340.19
14195,United Kingdom,2381.24,10,238.12
14554,United Kingdom,2381.04,4,595.26
16359,United Kingdom,2379.4,20,118.97
12393,Australia,2376.75,7,339.54
17905,United Kingdom,2374.22,14,169.59
16147,United Kingdom,2367.02,7,338.15
16065,United Kingdom,2365.62,10,236.56
17634,United Kingdom,2361.97,9,262.44
13614,United Kingdom,2359.19,6,393.2
15073,United Kingdom,2357.04,9,261.89
14443,United Kingdom,2351.58,8,293.95
16083,United Kingdom,2351.42,4,587.86
14502,United Kingdom,2351.02,14,167.93
12802,Netherlands,2350.42,9,261.16
13908,United Kingdom,2347.05,5,469.41
17282,United Kingdom,2339.66,5,467.93
16085,United Kingdom,2337.73,13,179.83
13118,United Kingdom,2334.1,12,194.51
17434,United Kingdom,2333.42,9,259.27
16676,United Kingdom,2328.5,7,332.64
17284,United Kingdom,2328.22,11,211.66
15489,United Kingdom,2327.36,12,193.95
12733,USA,2326.82,6,387.8
15100,United Kingdom,2319.5,14,165.68
12724,France,2317.52,7,331.07
14295,United Kingdom,2316.06,8,289.51
14346,United Kingdom,2315.75,5,463.15
13994,United Kingdom,2313.14,6,385.52
16628,United Kingdom,2313.09,8,289.14
17095,United Kingdom,2312.59,12,192.72
15549,United Kingdom,2308.46,9,256.5
14555,United Kingdom,2306.48,7,329.5
12948,United Kingdom,2306.18,10,230.62
15946,United Kingdom,2304.18,3,768.06
18095,United Kingdom,2303.09,5,460.62
13280,United Kingdom,2297.13,8,287.14
12599,France,2296.72,13,176.67
13704,United Kingdom,2295.31,10,229.53
16496,United Kingdom,2293.47,7,327.64
13055,United Kingdom,2292.51,6,382.09
14938,Channel Islands,2289.43,4,572.36
17047,United Kingdom,2289.23,6,381.54
17313,United Kingdom,2288.13,2,1144.07
17018,United Kingdom,2287.7,6,381.28
12684,France,2283.63,7,326.23
14901,United Kingdom,2277.05,13,175.16
18051,United Kingdom,2275.98,8,284.5
15015,United Kingdom,2275.82,20,113.79
13059,United Kingdom,2272.62,12,189.39
13371,United Kingdom,2271.46,4,567.87
15658,United Kingdom,2270.34,13,174.64
13748,United Kingdom,2268.35,9,252.04
16163,United Kingdom,2263.63,14,161.69
16531,United Kingdom,2263.58,12,188.63
15734,United Kingdom,2263.3,4,565.83
17994,United Kingdom,2262.87,14,161.63
13655,United Kingdom,2259.3,8,282.41
14432,United Kingdom,2255.51,6,375.92
17193,United Kingdom,2254.6,12,187.88
16823,United Kingdom,2253.14,8,281.64
17969,United Kingdom,2251.19,27,83.38
17414,United Kingdom,2249.52,6,374.92
15865,United Kingdom,2248.92,5,449.78
12868,United Kingdom,2247.06,8,280.88
16174,United Kingdom,2246.75,7,320.96
15629,United Kingdom,2240.9,4,560.23
13814,Germany,2239.07,5,447.81
18215,United Kingdom,2238.99,6,373.17
12649,Germany,2238.7,10,223.87
16551,United Kingdom,2237.12,7,319.59
17180,United Kingdom,2236.33,14,159.74
14462,United Kingdom,2231.89,16,139.49
16221,United Kingdom,2229.01,10,222.9
14472,United Kingdom,2228.22,9,247.58
14177,United Kingdom,2224.39,14,158.89
13338,United Kingdom,2223.62,10,222.36
17075,United Kingdom,2221.38,11,201.94
14467,United Kingdom,2220.99,12,185.08
12704,Finland,2220.84,10,222.08
13627,United Kingdom,2217.55,10,221.76
16812,United Kingdom,2216.8,5,443.36
13094,United Kingdom,2214.66,17,130.27
17368,United Kingdom,2213.24,16,138.33
17648,United Kingdom,2208.42,6,368.07
17550,United Kingdom,2206.54,10,220.65
16350,United Kingdom,2206.49,12,183.87
14597,United Kingdom,2201.54,6,366.92
14321,United Kingdom,2198.58,8,274.82
14006,United Kingdom,2196.67,7,313.81
15934,United Kingdom,2190.66,2,1095.33
14212,United Kingdom,2190.14,2,1095.07
18177,United Kingdom,2189.62,10,218.96
17822,United Kingdom,2188.5,5,437.7
14834,United Kingdom,2184.21,9,242.69
13662,United Kingdom,2183.13,17,128.42
14708,United Kingdom,2182.58,6,363.76
15476,United Kingdom,2180.28,5,436.06
16317,United Kingdom,2179.76,6,363.29
14808,United Kingdom,2175.37,15,145.02
16076,United Kingdom,2173.53,11,197.59
13410,United Kingdom,2172.51,12,181.04
14665,United Kingdom,2172.33,9,241.37
16108,United Kingdom,2171.93,8,271.49
15649,United Kingdom,2170.35,4,542.59
13888,United Kingdom,2169.05,7,309.86
13762,United Kingdom,2165.76,6,360.96
14595,United Kingdom,2164.45,8,270.56
13365,United Kingdom,2164.32,4,541.08
15944,United Kingdom,2164.24,4,541.06
12856,United Kingdom,2162.68,8,270.34
13320,United Kingdom,2160.95,9,240.11
13755,United Kingdom,2154.68,10,215.47
18116,United Kingdom,2154.3,13,165.72
16042,United Kingdom,2153.0,11,195.73
16275,United Kingdom,2151.11,3,717.04
13224,United Kingdom,2150.85,3,716.95
18239,United Kingdom,2150.36,6,358.39
17032,United Kingdom,2150.06,13,165.39
17324,United Kingdom,2148.87,13,165.3
16966,United Kingdom,2148.47,10,214.85
16004,United Kingdom,2146.39,5,429.28
17272,United Kingdom,2144.53,5,428.91
13610,United Kingdom,2144.13,17,126.13
14216,United Kingdom,2142.39,6,357.07
16177,United Kingdom,2141.61,12,178.47
12687,Sweden,2138.91,2,1069.46
16485,United Kingdom,2137.68,7,305.38
17029,United Kingdom,2137.3,7,305.33
15638,United Kingdom,2137.2,9,237.47
17305,United Kingdom,2135.46,1,2135.46
16379,United Kingdom,2131.9,5,426.38
14360,United Kingdom,2128.23,4,532.06
14410,United Kingdom,2122.37,17,124.85
14396,United Kingdom,2121.93,7,303.13
14499,United Kingdom,2120.62,10,212.06
16134,United Kingdom,2119.99,7,302.86
15456,United Kingdom,2119.27,10,211.93
13152,United Kingdom,2114.98,9,235.0
17671,United Kingdom,2114.71,7,302.1
14691,United Kingdom,2114.33,5,422.87
14469,United Kingdom,2112.21,4,528.05
13643,United Kingdom,2112.17,15,140.81
13407,United Kingdom,2111.89,6,351.98
14407,United Kingdom,2111.08,9,234.56
16493,United Kingdom,2110.12,9,234.46
17113,United Kingdom,2109.16,8,263.65
13517,United Kingdom,2109.07,5,421.81
13265,United Kingdom,2107.66,5,421.53
12560,Germany,2101.39,4,525.35
15815,United Kingdom,2100.6,5,420.12
16510,United Kingdom,2100.0,6,350.0
17742,United Kingdom,2098.48,11,190.77
14399,United Kingdom,2098.16,9,233.13
17159,United Kingdom,2095.44,6,349.24
13753,United Kingdom,2094.57,4,523.64
16600,United Kingdom,2093.56,16,130.85
17585,United Kingdom,2093.3,7,299.04
14723,United Kingdom,2093.06,11,190.28
16934,United Kingdom,2090.74,7,298.68
16054,United Kingdom,2090.68,7,298.67
12501,Germany,2089.68,2,1044.84
16726,United Kingdom,2088.41,7,298.34
15151,United Kingdom,2085.61,2,1042.81
15272,United Kingdom,2085.48,6,347.58
12576,Poland,2083.87,11,189.44
13591,United Kingdom,2081.19,8,260.15
14644,United Kingdom,2077.47,12,173.12
18009,United Kingdom,2077.08,14,148.36
18026,United Kingdom,2074.07,2,1037.04
16201,United Kingdom,2070.17,6,345.03
17289,United Kingdom,2069.89,11,188.17
16794,United Kingdom,2069.71,17,121.75
16290,United Kingdom,2069.3,4,517.33
13478,United Kingdom,2068.03,7,295.43
14988,United Kingdom,2066.6,7,295.23
12997,United Kingdom,2065.11,16,129.07
16807,United Kingdom,2064.88,8,258.11
12610,Italy,2057.99,7,294.0
17126,United Kingdom,2057.54,11,187.05
12518,Germany,2056.89,5,411.38
16891,United Kingdom,2056.82,11,186.98
15252,United Kingdom,2053.06,7,293.29
15164,United Kingdom,2052.02,10,205.2
17086,United Kingdom,2050.08,6,341.68
17666,United Kingdom,2047.8,5,409.56
16996,United Kingdom,2044.16,13,157.24
14232,United Kingdom,2043.93,8,255.49
17705,United Kingdom,2041.5,12,170.13
18258,United Kingdom,2040.97,8,255.12
15506,United Kingdom,2040.03,6,340.01
13799,United Kingdom,2039.82,13,156.91
16214,United Kingdom,2038.25,4,509.56
16331,United Kingdom,2037.7,6,339.62
13705,United Kingdom,2035.33,7,290.76
14651,United Kingdom,2034.12,9,226.01
15253,United Kingdom,2033.29,12,169.44
17846,United Kingdom,2033.1,1,2033.1
14623,United Kingdom,2030.83,12,169.24
12586,Italy,2028.67,5,405.73
12873,United Kingdom,2027.3,3,675.77
13989,United Kingdom,2026.06,5,405.21
15478,United Kingdom,2024.98,3,674.99
14631,United Kingdom,2023.17,7,289.02
17227,United Kingdom,2022.03,12,168.5
16960,United Kingdom,2021.98,9,224.66
12348,Finland,2019.4,5,403.88
14147,United Kingdom,2019.3,12,168.28
14188,United Kingdom,2018.91,10,201.89
12418,Switzerland,2016.95,5,403.39
16197,United Kingdom,2016.71,9,224.08
14225,United Kingdom,2015.12,5,403.02
15384,United Kingdom,2014.49,5,402.9
15864,United Kingdom,2014.22,9,223.8
13663,United Kingdom,2013.61,6,335.6
16529,United Kingdom,2012.0,4,503.0
15990,United Kingdom,2010.05,7,287.15
13696,United Kingdom,2008.7,4,502.18
15531,United Kingdom,2007.44,2,1003.72
17460,United Kingdom,2007.4,21,95.59
13092,United Kingdom,2007.33,15,133.82
14730,United Kingdom,2005.06,8,250.63
16698,United Kingdom,1998.0,2,999.0
14628,United Kingdom,1998.0,5,399.6
13630,United Kingdom,1995.68,11,181.43
15550,United Kingdom,1995.6,14,142.54
12975,United Kingdom,1993.99,8,249.25
15481,Norway,1993.34,1,1993.34
12986,United Kingdom,1991.59,12,165.97
17048,United Kingdom,1991.45,11,181.04
17088,United Kingdom,1991.01,4,497.75
16235,United Kingdom,1990.61,11,180.96
16332,United Kingdom,1989.97,13,153.07
13874,United Kingdom,1989.2,10,198.92
17351,United Kingdom,1988.23,12,165.69
17797,United Kingdom,1985.87,8,248.23
12585,Germany,1982.81,4,495.7
15192,United Kingdom,1981.39,5,396.28
12582,Finland,1980.4,4,495.1
15795,United Kingdom,1979.87,8,247.48
18204,United Kingdom,1979.3,4,494.83
14152,United Kingdom,1975.44,9,219.49
17633,United Kingdom,1974.89,9,219.43
17966,United Kingdom,1974.42,10,197.44
14896,United Kingdom,1973.47,10,197.35
14634,United Kingdom,1971.82,7,281.69
13208,United Kingdom,1970.5,10,197.05
16032,United Kingdom,1970.45,6,328.41
13838,United Kingdom,1966.09,10,196.61
15030,United Kingdom,1964.66,9,218.3
16176,United Kingdom,1964.04,7,280.58
17158,United Kingdom,1962.3,6,327.05
12399,Belgium,1962.3,7,280.33
14477,United Kingdom,1960.61,10,196.06
18016,United Kingdom,1960.46,7,280.07
14301,United Kingdom,1956.23,7,279.46
17039,United Kingdom,1954.99,1,1954.99
17554,United Kingdom,1952.45,5,390.49
13761,United Kingdom,1952.17,6,325.36
16788,United Kingdom,1950.3,5,390.06
13693,United Kingdom,1948.32,13,149.87
15081,United Kingdom,1948.27,13,149.87
14014,United Kingdom,1948.21,3,649.4
15425,United Kingdom,1944.57,4,486.14
17337,United Kingdom,1944.32,7,277.76
14332,United Kingdom,1943.51,5,388.7
17135,United Kingdom,1943.24,11,176.66
14905,United Kingdom,1939.69,10,193.97
14418,United Kingdom,1937.25,3,645.75
14481,United Kingdom,1935.32,6,322.55
15605,United Kingdom,1933.4,10,193.34
15789,United Kingdom,1932.01,7,276.0
15803,United Kingdom,1929.66,4,482.42
14276,United Kingdom,1929.32,13,148.41
17236,United Kingdom,1929.26,12,160.77
13029,United Kingdom,1927.3,5,385.46
12385,Belgium,1923.4,2,961.7
14710,United Kingdom,1922.59,13,147.89
12528,Germany,1922.28,8,240.29
16681,United Kingdom,1921.84,7,274.55
12674,France,1919.31,7,274.19
13276,United Kingdom,1918.56,7,274.08
12842,United Kingdom,1917.99,4,479.5
16619,United Kingdom,1916.53,5,383.31
16650,United Kingdom,1916.11,7,273.73
13476,United Kingdom,1915.77,7,273.68
16692,United Kingdom,1914.7,4,478.68
15620,United Kingdom,1909.93,8,238.74
14205,United Kingdom,1908.38,12,159.03
16426,United Kingdom,1908.25,10,190.83
17046,United Kingdom,1906.07,5,381.21
17235,United Kingdom,1904.88,8,238.11
14250,United Kingdom,1904.05,3,634.68
14127,United Kingdom,1900.08,6,316.68
16770,United Kingdom,1900.03,11,172.73
16049,United Kingdom,1899.68,6,316.61
12531,Germany,1899.05,3,633.02
12762,Portugal,1898.52,2,949.26
14224,United Kingdom,1897.9,9,210.88
14741,United Kingdom,1897.59,7,271.08
17560,United Kingdom,1895.8,9,210.64
14327,United Kingdom,1894.93,6,315.82
16942,United Kingdom,1894.11,10,189.41
12584,Italy,1893.95,18,105.22
15678,United Kingdom,1893.89,3,631.3
17341,United Kingdom,1889.83,5,377.97
17259,United Kingdom,1889.34,6,314.89
12352,Norway,1889.21,13,145.32
14794,United Kingdom,1889.15,13,145.32
15381,United Kingdom,1887.62,6,314.6
16172,United Kingdom,1884.55,8,235.57
14130,United Kingdom,1882.67,4,470.67
14000,United Kingdom,1877.59,8,234.7
17350,United Kingdom,1876.16,8,234.52
16725,United Kingdom,1870.71,16,116.92
16631,United Kingdom,1867.02,8,233.38
13168,United Kingdom,1866.26,6,311.04
15248,United Kingdom,1865.03,4,466.26
14887,United Kingdom,1862.0,1,1862.0
17974,United Kingdom,1858.06,6,309.68
16043,United Kingdom,1856.59,8,232.07
15561,United Kingdom,1856.54,9,206.28
13889,United Kingdom,1855.73,8,231.97
18151,United Kingdom,1853.94,7,264.85
13884,United Kingdom,1852.38,14,132.31
16917,United Kingdom,1848.88,3,616.29
18180,United Kingdom,1843.75,6,307.29
12950,United Kingdom,1843.0,3,614.33
17015,United Kingdom,1842.56,3,614.19
16102,United Kingdom,1842.14,3,614.05
16880,United Kingdom,1840.86,8,230.11
14715,United Kingdom,1840.45,8,230.06
17919,United Kingdom,1840.32,2,920.16
12694,France,1839.45,4,459.86
12383,Belgium,1839.31,6,306.55
16175,United Kingdom,1836.44,7,262.35
16205,United Kingdom,1830.61,7,261.52
17152,United Kingdom,1830.5,5,366.1
16152,United Kingdom,1829.04,1,1829.04
16825,United Kingdom,1826.89,5,365.38
18122,United Kingdom,1826.21,6,304.37
17244,United Kingdom,1826.04,5,365.21
17642,United Kingdom,1824.49,5,364.9
16169,United Kingdom,1822.97,4,455.74
14403,United Kingdom,1822.76,9,202.53
14389,United Kingdom,1821.07,11,165.55
13561,United Kingdom,1820.72,11,165.52
16110,United Kingdom,1819.27,4,454.82
16511,United Kingdom,1819.02,6,303.17
16233,United Kingdom,1818.71,12,151.56
15402,United Kingdom,1816.64,7,259.52
15221,United Kingdom,1816.1,7,259.44
14553,United Kingdom,1816.04,10,181.6
12644,Germany,1815.54,6,302.59
15530,United Kingdom,1813.72,5,362.74
14704,United Kingdom,1813.57,11,164.87
16474,United Kingdom,1811.47,11,164.68
15972,United Kingdom,1810.27,5,362.05
16595,United Kingdom,1810.18,5,362.04
13725,United Kingdom,1809.81,11,164.53
15807,United Kingdom,1807.57,6,301.26
15133,United Kingdom,1806.9,5,361.38
18096,United Kingdom,1805.28,6,300.88
12784,Portugal,1804.75,3,601.58
12381,Norway,1803.96,6,300.66
14305,United Kingdom,1803.76,5,360.75
16249,United Kingdom,1800.07,5,360.01
16027,United Kingdom,1799.84,18,99.99
15452,United Kingdom,1799.11,6,299.85
16348,United Kingdom,1798.22,8,224.78
17750,United Kingdom,1797.57,9,199.73
12507,Spain,1797.31,5,359.46
18161,United Kingdom,1797.2,7,256.74
18235,United Kingdom,1796.48,3,598.83
15889,United Kingdom,1795.83,9,199.54
18236,United Kingdom,1795.35,12,149.61
14870,United Kingdom,1794.6,9,199.4
13503,United Kingdom,1793.54,12,149.46
12369,Austria,1791.15,3,597.05
16797,United Kingdom,1786.77,9,198.53
13375,United Kingdom,1786.48,3,595.49
15608,United Kingdom,1785.98,5,357.2
13782,United Kingdom,1785.77,14,127.56
17165,United Kingdom,1783.63,8,222.95
14893,United Kingdom,1782.26,6,297.04
14583,United Kingdom,1781.03,8,222.63
16380,United Kingdom,1780.59,1,1780.59
15822,United Kingdom,1777.91,8,222.24
12458,Switzerland,1777.49,4,444.37
16611,United Kingdom,1776.63,7,253.8
18220,United Kingdom,1771.7,11,161.06
16374,United Kingdom,1771.45,5,354.29
14387,United Kingdom,1770.56,3,590.19
15594,United Kingdom,1767.53,6,294.59
16751,United Kingdom,1764.72,1,1764.72
14738,United Kingdom,1763.64,12,146.97
17609,United Kingdom,1758.99,14,125.64
16620,United Kingdom,1758.93,6,293.16
15220,United Kingdom,1758.92,7,251.27
14522,United Kingdom,1758.62,8,219.83
16266,United Kingdom,1757.95,14,125.57
12778,Netherlands,1757.68,10,175.77
14915,United Kingdom,1752.65,13,134.82
17432,United Kingdom,1751.39,9,194.6
13155,United Kingdom,1750.18,6,291.7
13717,United Kingdom,1748.05,11,158.91
13808,United Kingdom,1747.66,5,349.53
15976,United Kingdom,1746.64,6,291.11
13946,United Kingdom,1745.43,7,249.35
12494,France,1743.52,17,102.56
17321,United Kingdom,1741.18,6,290.2
15473,United Kingdom,1740.0,11,158.18
16087,United Kingdom,1739.92,5,347.98
13531,United Kingdom,1738.52,6,289.75
13456,United Kingdom,1737.82,7,248.26
15885,United Kingdom,1737.57,20,86.88
14692,United Kingdom,1735.59,13,133.51
14584,United Kingdom,1734.91,9,192.77
13920,United Kingdom,1734.88,5,346.98
14075,United Kingdom,1734.87,6,289.15
17268,United Kingdom,1733.89,11,157.63
14236,United Kingdom,1732.74,7,247.53
15128,United Kingdom,1732.22,9,192.47
15777,United Kingdom,1732.16,9,192.46
16809,United Kingdom,1725.48,10,172.55
13363,United Kingdom,1723.86,3,574.62
16010,United Kingdom,1722.11,12,143.51
16899,United Kingdom,1721.02,8,215.13
16119,United Kingdom,1720.81,8,215.1
17695,United Kingdom,1720.54,6,286.76
15267,United Kingdom,1717.36,5,343.47
15736,United Kingdom,1717.27,3,572.42
14021,United Kingdom,1716.58,7,245.23
17813,United Kingdom,1714.6,7,244.94
15369,United Kingdom,1713.39,13,131.8
14447,United Kingdom,1711.73,6,285.29
13665,United Kingdom,1711.66,3,570.55
12947,United Kingdom,1711.33,11,155.58
12405,Finland,1710.39,1,1710.39
16124,United Kingdom,1709.39,6,284.9
13104,United Kingdom,1709.1,9,189.9
15947,United Kingdom,1708.24,1,1708.24
15730,United Kingdom,1708.18,7,244.03
13566,United Kingdom,1708.12,5,341.62
12407,Belgium,1708.12,5,341.62
16907,United Kingdom,1707.9,9,189.77
17162,United Kingdom,1707.21,11,155.2
16902,United Kingdom,1706.88,1,1706.88
13309,United Kingdom,1706.37,6,284.4
12809,Portugal,1705.34,8,213.17
16654,United Kingdom,1705.17,9,189.46
14859,United Kingdom,1703.94,6,283.99
17571,United Kingdom,1703.75,5,340.75
16329,United Kingdom,1703.07,4,425.77
14400,United Kingdom,1703.0,5,340.6
12932,United Kingdom,1698.56,8,212.32
17694,United Kingdom,1695.97,3,565.32
12764,Lebanon,1693.88,1,1693.88
16813,United Kingdom,1692.98,10,169.3
14078,United Kingdom,1692.63,9,188.07
16671,United Kingdom,1692.27,3,564.09
13026,United Kingdom,1690.12,13,130.01
13294,United Kingdom,1689.53,3,563.18
16993,United Kingdom,1688.15,3,562.72
12813,Netherlands,1687.8,3,562.6
13516,United Kingdom,1685.26,4,421.32
15987,United Kingdom,1682.13,8,210.27
13924,United Kingdom,1682.08,11,152.92
12425,Portugal,1680.81,3,560.27
13064,United Kingdom,1680.74,6,280.12
14967,United Kingdom,1680.52,7,240.07
12911,United Kingdom,1680.47,1,1680.47
13800,United Kingdom,1679.56,3,559.85
13648,United Kingdom,1679.01,11,152.64
13649,United Kingdom,1678.88,6,279.81
14245,United Kingdom,1677.48,5,335.5
13149,United Kingdom,1676.06,4,419.02
17656,United Kingdom,1674.69,5,334.94
15996,United Kingdom,1671.0,8,208.88
17041,United Kingdom,1670.48,7,238.64
17534,United Kingdom,1668.83,5,333.77
13434,United Kingdom,1666.86,5,333.37
12912,United Kingdom,1662.3,5,332.46
15214,United Kingdom,1661.44,8,207.68
13240,United Kingdom,1661.17,9,184.57
16639,United Kingdom,1659.85,5,331.97
15167,United Kingdom,1659.67,5,331.93
15551,United Kingdom,1659.28,9,184.36
16859,United Kingdom,1657.74,10,165.77
14643,United Kingdom,1654.69,6,275.78
13308,United Kingdom,1652.47,5,330.49
18022,United Kingdom,1651.79,5,330.36
12775,Netherlands,1651.32,8,206.42
16625,United Kingdom,1651.08,6,275.18
17451,United Kingdom,1648.95,10,164.9
13184,United Kingdom,1648.79,12,137.4
12870,United Kingdom,1647.15,4,411.79
16768,United Kingdom,1647.07,14,117.65
18085,United Kingdom,1645.75,4,411.44
15013,United Kingdom,1641.3,10,164.13
14904,United Kingdom,1640.64,4,410.16
12693,Germany,1640.42,11,149.13
14829,United Kingdom,1639.94,9,182.22
15732,United Kingdom,1637.52,12,136.46
12847,United Kingdom,1636.9,2,818.45
17006,United Kingdom,1636.32,8,204.54
12398,Switzerland,1635.66,1,1635.66
15310,United Kingdom,1634.64,1,1634.64
15339,United Kingdom,1634.09,11,148.55
13711,United Kingdom,1632.61,15,108.84
14987,United Kingdom,1632.25,9,181.36
14164,United Kingdom,1631.77,2,815.89
16398,United Kingdom,1631.15,4,407.79
14420,United Kingdom,1627.72,7,232.53
12933,United Kingdom,1627.28,11,147.93
14759,United Kingdom,1625.97,3,541.99
18149,United Kingdom,1624.71,7,232.1
15172,United Kingdom,1624.05,5,324.81
14831,United Kingdom,1623.97,7,232.0
17764,United Kingdom,1623.64,5,324.73
14178,United Kingdom,1620.93,7,231.56
18276,United Kingdom,1620.67,10,162.07
17951,United Kingdom,1618.38,5,323.68
12379,Belgium,1618.27,5,323.65
14937,Channel Islands,1617.63,4,404.41
17515,United Kingdom,1617.46,9,179.72
17814,United Kingdom,1617.32,2,808.66
16224,United Kingdom,1616.54,5,323.31
13984,United Kingdom,1616.12,13,124.32
16461,United Kingdom,1615.22,3,538.41
15422,United Kingdom,1615.02,8,201.88
14336,United Kingdom,1614.91,4,403.73
13506,United Kingdom,1609.65,8,201.21
16256,United Kingdom,1609.57,4,402.39
13249,United Kingdom,1608.93,9,178.77
17853,United Kingdom,1608.19,3,536.06
13900,United Kingdom,1608.09,7,229.73
12669,France,1607.73,4,401.93
14920,United Kingdom,1607.17,3,535.72
17222,United Kingdom,1605.01,6,267.5
12783,Portugal,1603.87,8,200.48
17828,Malta,1599.97,9,177.77
17886,United Kingdom,1598.43,7,228.35
14587,United Kingdom,1598.24,10,159.82
13740,United Kingdom,1597.77,5,319.55
12514,Italy,1597.76,2,798.88
15325,United Kingdom,1596.81,9,177.42
15134,United Kingdom,1596.29,10,159.63
13417,United Kingdom,1593.89,7,227.7
17028,United Kingdom,1593.83,3,531.28
16860,United Kingdom,1593.67,4,398.42
14719,United Kingdom,1592.18,6,265.36
12577,France,1591.35,9,176.82
13752,United Kingdom,1590.73,7,227.25
16774,United Kingdom,1587.85,9,176.43
13850,United Kingdom,1586.81,2,793.41
13156,United Kingdom,1586.54,3,528.85
16096,United Kingdom,1584.97,4,396.24
17540,United Kingdom,1582.1,7,226.01
13239,United Kingdom,1579.84,6,263.31
